TransactionNo,Items,DateTime,Daypart,DayType,SimulatedRating
1065,Coffee,2016-11-11 12:19:46,Afternoon,Weekday,5.0
1065,Bread,2016-11-11 12:19:46,Afternoon,Weekday,3.430712979890311
1065,Coffee,2016-11-11 12:19:46,Afternoon,Weekday,5.0
1065,Alfajores,2016-11-11 12:19:46,Afternoon,Weekday,1.2691042047531993
1065,Alfajores,2016-11-11 12:19:46,Afternoon,Weekday,1.2691042047531993
1066,Farm House,2016-11-11 12:21:37,Afternoon,Weekday,1.272760511882998
1068,Farm House,2016-11-11 12:40:32,Afternoon,Weekday,1.272760511882998
1068,Chimichurri Oil,2016-11-11 12:40:32,Afternoon,Weekday,1.0007312614259598
1069,Farm House,2016-11-11 12:55:18,Afternoon,Weekday,1.272760511882998
1070,Sandwich,2016-11-11 12:58:54,Afternoon,Weekday,1.563071297989031
1071,Soup,2016-11-11 13:05:58,Afternoon,Weekday,1.2493601462522852
1071,Bread,2016-11-11 13:05:58,Afternoon,Weekday,3.430712979890311
1072,Coffee,2016-11-11 13:32:26,Afternoon,Weekday,5.0
1072,Art Tray,2016-11-11 13:32:26,Afternoon,Weekday,1.027056672760512
1072,Frittata,2016-11-11 13:32:26,Afternoon,Weekday,1.0585009140767825
1072,Sandwich,2016-11-11 13:32:26,Afternoon,Weekday,1.563071297989031
1073,Scandinavian,2016-11-11 13:46:24,Afternoon,Weekday,1.2018281535648994
1073,Fairy Doors,2016-11-11 13:46:24,Afternoon,Weekday,1.0007312614259598
1074,Mineral water,2016-11-11 13:49:12,Afternoon,Weekday,1.0987202925045705
1074,Cookies,2016-11-11 13:49:12,Afternoon,Weekday,1.3941499085923217
1075,Brownie,2016-11-11 13:50:43,Afternoon,Weekday,1.2764168190127971
1075,Coffee,2016-11-11 13:50:43,Afternoon,Weekday,5.0
1075,Coffee,2016-11-11 13:50:43,Afternoon,Weekday,5.0
1076,Bread,2016-11-11 13:59:45,Afternoon,Weekday,3.430712979890311
1076,Hearty & Seasonal,2016-11-11 13:59:45,Afternoon,Weekday,1.0775137111517368
1077,Hearty & Seasonal,2016-11-11 14:00:15,Afternoon,Weekday,1.0775137111517368
1077,Bread,2016-11-11 14:00:15,Afternoon,Weekday,3.430712979890311
1078,Scandinavian,2016-11-11 14:15:49,Afternoon,Weekday,1.2018281535648994
1078,Focaccia,2016-11-11 14:15:49,Afternoon,Weekday,1.0387568555758684
1080,Fudge,2016-11-11 14:17:27,Afternoon,Weekday,1.1155393053016454
1081,Coffee,2016-11-11 14:20:49,Afternoon,Weekday,5.0
1081,Tea,2016-11-11 14:20:49,Afternoon,Weekday,2.0486288848263254
1081,Cake,2016-11-11 14:20:49,Afternoon,Weekday,1.7488117001828154
1082,Coffee,2016-11-11 14:34:49,Afternoon,Weekday,5.0
1083,Truffles,2016-11-11 14:40:30,Afternoon,Weekday,1.1404021937842779
1084,Coffee,2016-11-11 14:55:51,Afternoon,Weekday,5.0
1084,Coffee,2016-11-11 14:55:51,Afternoon,Weekday,5.0
1084,Brownie,2016-11-11 14:55:51,Afternoon,Weekday,1.2764168190127971
1085,Scandinavian,2016-11-11 14:56:31,Afternoon,Weekday,1.2018281535648994
1086,Muffin,2016-11-11 14:58:05,Afternoon,Weekday,1.269835466179159
1086,Coffee,2016-11-11 14:58:05,Afternoon,Weekday,5.0
1087,Soup,2016-11-11 15:08:39,Afternoon,Weekday,1.2493601462522852
1087,Coke,2016-11-11 15:08:39,Afternoon,Weekday,1.1345521023765996
1087,Hot chocolate,2016-11-11 15:08:39,Afternoon,Weekday,1.4307129798903109
1087,Fudge,2016-11-11 15:08:39,Afternoon,Weekday,1.1155393053016454
1088,Sandwich,2016-11-11 15:09:27,Afternoon,Weekday,1.563071297989031
1088,Juice,2016-11-11 15:09:27,Afternoon,Weekday,1.2691042047531993
1088,Alfajores,2016-11-11 15:09:27,Afternoon,Weekday,1.2691042047531993
1089,Coffee,2016-11-11 16:08:37,Afternoon,Weekday,5.0
1089,Alfajores,2016-11-11 16:08:37,Afternoon,Weekday,1.2691042047531993
1090,Brownie,2016-11-11 16:20:18,Afternoon,Weekday,1.2764168190127971
1090,Coffee,2016-11-11 16:20:18,Afternoon,Weekday,5.0
1090,Hot chocolate,2016-11-11 16:20:18,Afternoon,Weekday,1.4307129798903109
1090,Coffee,2016-11-11 16:20:18,Afternoon,Weekday,5.0
1090,Juice,2016-11-11 16:20:18,Afternoon,Weekday,1.2691042047531993
1091,Scandinavian,2016-11-11 16:29:37,Afternoon,Weekday,1.2018281535648994
1092,Coffee,2016-11-11 16:35:27,Afternoon,Weekday,5.0
1093,Hot chocolate,2016-11-11 16:37:17,Afternoon,Weekday,1.4307129798903109
1093,My-5 Fruit Shoot,2016-11-11 16:37:17,Afternoon,Weekday,1.0124314442413163
1093,Cake,2016-11-11 16:37:17,Afternoon,Weekday,1.7488117001828154
1094,Soup,2016-11-11 16:39:33,Afternoon,Weekday,1.2493601462522852
1094,Sandwich,2016-11-11 16:39:33,Afternoon,Weekday,1.563071297989031
1094,Tea,2016-11-11 16:39:33,Afternoon,Weekday,2.0486288848263254
1094,Alfajores,2016-11-11 16:39:33,Afternoon,Weekday,1.2691042047531993
1094,Alfajores,2016-11-11 16:39:33,Afternoon,Weekday,1.2691042047531993
1095,Mineral water,2016-11-11 16:40:34,Afternoon,Weekday,1.0987202925045705
1096,Bread,2016-11-11 16:52:27,Afternoon,Weekday,3.430712979890311
1097,Scandinavian,2016-11-11 17:03:43,Evening,Weekday,1.2018281535648994
1098,Tea,2016-11-11 17:05:25,Evening,Weekday,2.0486288848263254
1099,Tea,2016-11-11 17:11:10,Evening,Weekday,2.0486288848263254
1100,Fudge,2016-11-11 17:13:33,Evening,Weekday,1.1155393053016454
1101,Scandinavian,2016-11-11 17:24:59,Evening,Weekday,1.2018281535648994
1102,Coffee,2016-11-11 17:33:05,Evening,Weekday,5.0
1103,Coffee,2016-11-11 17:33:24,Evening,Weekday,5.0
1104,Medialuna,2016-12-11 08:44:48,Morning,Weekend,1.449725776965265
1104,Coffee,2016-12-11 08:44:48,Morning,Weekend,5.0
1105,Bread,2016-12-11 09:03:16,Morning,Weekend,3.430712979890311
1106,Bread,2016-12-11 09:14:49,Morning,Weekend,3.430712979890311
1106,Pastry,2016-12-11 09:14:49,Morning,Weekend,1.6252285191956124
1106,Medialuna,2016-12-11 09:14:49,Morning,Weekend,1.449725776965265
1106,Coffee,2016-12-11 09:14:49,Morning,Weekend,5.0
1107,Pastry,2016-12-11 09:25:06,Morning,Weekend,1.6252285191956124
1107,Bread,2016-12-11 09:25:06,Morning,Weekend,3.430712979890311
1108,Coffee,2016-12-11 09:38:40,Morning,Weekend,5.0
1108,Coffee,2016-12-11 09:38:40,Morning,Weekend,5.0
1108,Hot chocolate,2016-12-11 09:38:40,Morning,Weekend,1.4307129798903109
1108,Bread,2016-12-11 09:38:40,Morning,Weekend,3.430712979890311
1108,Pastry,2016-12-11 09:38:40,Morning,Weekend,1.6252285191956124
1108,Medialuna,2016-12-11 09:38:40,Morning,Weekend,1.449725776965265
1109,Coffee,2016-12-11 09:46:49,Morning,Weekend,5.0
1110,Jam,2016-12-11 09:48:28,Morning,Weekend,1.1082266910420475
1110,Bread,2016-12-11 09:48:28,Morning,Weekend,3.430712979890311
1111,Medialuna,2016-12-11 09:49:58,Morning,Weekend,1.449725776965265
1112,Medialuna,2016-12-11 09:53:48,Morning,Weekend,1.449725776965265
1112,Medialuna,2016-12-11 09:53:48,Morning,Weekend,1.449725776965265
1112,Bread,2016-12-11 09:53:48,Morning,Weekend,3.430712979890311
1114,Coffee,2016-12-11 09:59:05,Morning,Weekend,5.0
1115,Coffee,2016-12-11 10:00:52,Morning,Weekend,5.0
1116,Bread,2016-12-11 10:07:20,Morning,Weekend,3.430712979890311
1117,Coffee,2016-12-11 10:09:57,Morning,Weekend,5.0
1117,Muffin,2016-12-11 10:09:57,Morning,Weekend,1.269835466179159
1118,Medialuna,2016-12-11 10:11:46,Morning,Weekend,1.449725776965265
1118,Bread,2016-12-11 10:11:46,Morning,Weekend,3.430712979890311
1119,Bread,2016-12-11 10:12:56,Morning,Weekend,3.430712979890311
1120,Bread,2016-12-11 10:20:58,Morning,Weekend,3.430712979890311
1120,Medialuna,2016-12-11 10:20:58,Morning,Weekend,1.449725776965265
1121,Coffee,2016-12-11 10:23:48,Morning,Weekend,5.0
1121,Pastry,2016-12-11 10:23:48,Morning,Weekend,1.6252285191956124
1121,Brownie,2016-12-11 10:23:48,Morning,Weekend,1.2764168190127971
1122,Medialuna,2016-12-11 10:24:36,Morning,Weekend,1.449725776965265
1122,Scandinavian,2016-12-11 10:24:36,Morning,Weekend,1.2018281535648994
1123,Bread,2016-12-11 10:26:38,Morning,Weekend,3.430712979890311
1124,Coffee,2016-12-11 10:28:23,Morning,Weekend,5.0
1124,Muffin,2016-12-11 10:28:23,Morning,Weekend,1.269835466179159
1125,Bread,2016-12-11 10:33:21,Morning,Weekend,3.430712979890311
1126,Coffee,2016-12-11 10:34:04,Morning,Weekend,5.0
1127,Medialuna,2016-12-11 10:40:15,Morning,Weekend,1.449725776965265
1127,Muffin,2016-12-11 10:40:15,Morning,Weekend,1.269835466179159
1128,Bread,2016-12-11 10:45:49,Morning,Weekend,3.430712979890311
1129,Coffee,2016-12-11 10:53:19,Morning,Weekend,5.0
1130,Alfajores,2016-12-11 10:57:06,Morning,Weekend,1.2691042047531993
1130,Bread,2016-12-11 10:57:06,Morning,Weekend,3.430712979890311
1130,Scandinavian,2016-12-11 10:57:06,Morning,Weekend,1.2018281535648994
1131,Coffee,2016-12-11 11:01:36,Morning,Weekend,5.0
1132,Bread,2016-12-11 11:03:41,Morning,Weekend,3.430712979890311
1133,Medialuna,2016-12-11 11:05:30,Morning,Weekend,1.449725776965265
1134,Coffee,2016-12-11 11:12:40,Morning,Weekend,5.0
1134,Scandinavian,2016-12-11 11:12:40,Morning,Weekend,1.2018281535648994
1135,Coffee,2016-12-11 11:15:30,Morning,Weekend,5.0
1135,Tea,2016-12-11 11:15:30,Morning,Weekend,2.0486288848263254
1135,Brownie,2016-12-11 11:15:30,Morning,Weekend,1.2764168190127971
1135,Truffles,2016-12-11 11:15:30,Morning,Weekend,1.1404021937842779
1135,Muffin,2016-12-11 11:15:30,Morning,Weekend,1.269835466179159
1136,Tartine,2016-12-11 11:17:06,Morning,Weekend,1.03363802559415
1136,Coffee,2016-12-11 11:17:06,Morning,Weekend,5.0
1137,Coffee,2016-12-11 11:18:45,Morning,Weekend,5.0
1137,Coffee,2016-12-11 11:18:45,Morning,Weekend,5.0
1138,Alfajores,2016-12-11 11:21:17,Morning,Weekend,1.2691042047531993
1138,Scandinavian,2016-12-11 11:21:17,Morning,Weekend,1.2018281535648994
1139,Coffee,2016-12-11 11:29:49,Morning,Weekend,5.0
1139,Medialuna,2016-12-11 11:29:49,Morning,Weekend,1.449725776965265
1139,Hot chocolate,2016-12-11 11:29:49,Morning,Weekend,1.4307129798903109
1140,Coffee,2016-12-11 11:31:17,Morning,Weekend,5.0
1140,Muffin,2016-12-11 11:31:17,Morning,Weekend,1.269835466179159
1140,Alfajores,2016-12-11 11:31:17,Morning,Weekend,1.2691042047531993
1141,Farm House,2016-12-11 11:38:14,Morning,Weekend,1.272760511882998
1141,Coffee,2016-12-11 11:38:14,Morning,Weekend,5.0
1141,Coffee,2016-12-11 11:38:14,Morning,Weekend,5.0
1141,Muffin,2016-12-11 11:38:14,Morning,Weekend,1.269835466179159
1141,Brownie,2016-12-11 11:38:14,Morning,Weekend,1.2764168190127971
1142,Bread,2016-12-11 11:45:48,Morning,Weekend,3.430712979890311
1142,Coffee,2016-12-11 11:45:48,Morning,Weekend,5.0
1142,Medialuna,2016-12-11 11:45:48,Morning,Weekend,1.449725776965265
1142,Farm House,2016-12-11 11:45:48,Morning,Weekend,1.272760511882998
1143,Farm House,2016-12-11 11:47:45,Morning,Weekend,1.272760511882998
1143,Scandinavian,2016-12-11 11:47:45,Morning,Weekend,1.2018281535648994
1144,Truffles,2016-12-11 11:50:34,Morning,Weekend,1.1404021937842779
1144,Bread,2016-12-11 11:50:34,Morning,Weekend,3.430712979890311
1144,Coffee,2016-12-11 11:50:34,Morning,Weekend,5.0
1145,Frittata,2016-12-11 12:00:46,Afternoon,Weekend,1.0585009140767825
1145,Soup,2016-12-11 12:00:46,Afternoon,Weekend,1.2493601462522852
1145,Coffee,2016-12-11 12:00:46,Afternoon,Weekend,5.0
1145,Coffee,2016-12-11 12:00:46,Afternoon,Weekend,5.0
1146,Scandinavian,2016-12-11 12:01:37,Afternoon,Weekend,1.2018281535648994
1146,Eggs,2016-12-11 12:01:37,Afternoon,Weekend,1.019744058500914
1147,Brownie,2016-12-11 12:03:08,Afternoon,Weekend,1.2764168190127971
1147,Truffles,2016-12-11 12:03:08,Afternoon,Weekend,1.1404021937842779
1147,Coffee,2016-12-11 12:03:08,Afternoon,Weekend,5.0
1147,Coffee,2016-12-11 12:03:08,Afternoon,Weekend,5.0
1148,Scandinavian,2016-12-11 12:09:35,Afternoon,Weekend,1.2018281535648994
1149,Coke,2016-12-11 12:19:47,Afternoon,Weekend,1.1345521023765996
1150,Sandwich,2016-12-11 12:22:37,Afternoon,Weekend,1.563071297989031
1150,Soup,2016-12-11 12:22:37,Afternoon,Weekend,1.2493601462522852
1150,Coffee,2016-12-11 12:22:37,Afternoon,Weekend,5.0
1150,Alfajores,2016-12-11 12:22:37,Afternoon,Weekend,1.2691042047531993
1151,Tea,2016-12-11 12:38:17,Afternoon,Weekend,2.0486288848263254
1151,Juice,2016-12-11 12:38:17,Afternoon,Weekend,1.2691042047531993
1151,Hearty & Seasonal,2016-12-11 12:38:17,Afternoon,Weekend,1.0775137111517368
1151,Hearty & Seasonal,2016-12-11 12:38:17,Afternoon,Weekend,1.0775137111517368
1152,Truffles,2016-12-11 12:40:44,Afternoon,Weekend,1.1404021937842779
1153,Coffee,2016-12-11 12:45:16,Afternoon,Weekend,5.0
1153,Coffee,2016-12-11 12:45:16,Afternoon,Weekend,5.0
1153,Muffin,2016-12-11 12:45:16,Afternoon,Weekend,1.269835466179159
1153,Brownie,2016-12-11 12:45:16,Afternoon,Weekend,1.2764168190127971
1154,Bread,2016-12-11 13:00:40,Afternoon,Weekend,3.430712979890311
1155,Bowl Nic Pitt,2016-12-11 13:05:00,Afternoon,Weekend,1.0007312614259598
1155,Frittata,2016-12-11 13:05:00,Afternoon,Weekend,1.0585009140767825
1155,Muffin,2016-12-11 13:05:00,Afternoon,Weekend,1.269835466179159
1155,Coffee,2016-12-11 13:05:00,Afternoon,Weekend,5.0
1156,Soup,2016-12-11 13:10:34,Afternoon,Weekend,1.2493601462522852
1156,Frittata,2016-12-11 13:10:34,Afternoon,Weekend,1.0585009140767825
1156,Brownie,2016-12-11 13:10:34,Afternoon,Weekend,1.2764168190127971
1156,Coffee,2016-12-11 13:10:34,Afternoon,Weekend,5.0
1156,Tea,2016-12-11 13:10:34,Afternoon,Weekend,2.0486288848263254
1157,Hot chocolate,2016-12-11 13:12:14,Afternoon,Weekend,1.4307129798903109
1157,Coffee,2016-12-11 13:12:14,Afternoon,Weekend,5.0
1157,Muffin,2016-12-11 13:12:14,Afternoon,Weekend,1.269835466179159
1157,Alfajores,2016-12-11 13:12:14,Afternoon,Weekend,1.2691042047531993
1158,Scandinavian,2016-12-11 13:16:38,Afternoon,Weekend,1.2018281535648994
1158,Keeping It Local,2016-12-11 13:16:38,Afternoon,Weekend,1.0453382084095064
1158,Tea,2016-12-11 13:16:38,Afternoon,Weekend,2.0486288848263254
1158,Coffee,2016-12-11 13:16:38,Afternoon,Weekend,5.0
1158,Alfajores,2016-12-11 13:16:38,Afternoon,Weekend,1.2691042047531993
1159,Bread,2016-12-11 13:19:37,Afternoon,Weekend,3.430712979890311
1160,Fudge,2016-12-11 13:21:36,Afternoon,Weekend,1.1155393053016454
1161,Farm House,2016-12-11 13:23:34,Afternoon,Weekend,1.272760511882998
1162,Farm House,2016-12-11 13:29:13,Afternoon,Weekend,1.272760511882998
1163,Coffee,2016-12-11 13:43:19,Afternoon,Weekend,5.0
1163,Coffee,2016-12-11 13:43:19,Afternoon,Weekend,5.0
1163,Brownie,2016-12-11 13:43:19,Afternoon,Weekend,1.2764168190127971
1163,Muffin,2016-12-11 13:43:19,Afternoon,Weekend,1.269835466179159
1164,Soup,2016-12-11 13:55:38,Afternoon,Weekend,1.2493601462522852
1164,Coffee,2016-12-11 13:55:38,Afternoon,Weekend,5.0
1164,Bread,2016-12-11 13:55:38,Afternoon,Weekend,3.430712979890311
1165,Frittata,2016-12-11 13:57:49,Afternoon,Weekend,1.0585009140767825
1165,Bread,2016-12-11 13:57:49,Afternoon,Weekend,3.430712979890311
1165,Muffin,2016-12-11 13:57:49,Afternoon,Weekend,1.269835466179159
1166,Farm House,2016-12-11 14:00:25,Afternoon,Weekend,1.272760511882998
1166,Bread,2016-12-11 14:00:25,Afternoon,Weekend,3.430712979890311
1166,Muffin,2016-12-11 14:00:25,Afternoon,Weekend,1.269835466179159
1167,Bread,2016-12-11 14:06:37,Afternoon,Weekend,3.430712979890311
1168,Bread,2016-12-11 14:07:49,Afternoon,Weekend,3.430712979890311
1168,Coffee,2016-12-11 14:07:49,Afternoon,Weekend,5.0
1168,Bread,2016-12-11 14:07:49,Afternoon,Weekend,3.430712979890311
1169,Farm House,2016-12-11 14:08:25,Afternoon,Weekend,1.272760511882998
1170,Bread,2016-12-11 14:18:07,Afternoon,Weekend,3.430712979890311
1170,Coffee,2016-12-11 14:18:07,Afternoon,Weekend,5.0
1170,Muffin,2016-12-11 14:18:07,Afternoon,Weekend,1.269835466179159
1170,Cookies,2016-12-11 14:18:07,Afternoon,Weekend,1.3941499085923217
1171,Hot chocolate,2016-12-11 14:19:22,Afternoon,Weekend,1.4307129798903109
1171,Coffee,2016-12-11 14:19:22,Afternoon,Weekend,5.0
1172,Muffin,2016-12-11 14:20:07,Afternoon,Weekend,1.269835466179159
1172,Jam,2016-12-11 14:20:07,Afternoon,Weekend,1.1082266910420475
1173,Coffee,2016-12-11 14:22:20,Afternoon,Weekend,5.0
1173,Hot chocolate,2016-12-11 14:22:20,Afternoon,Weekend,1.4307129798903109
1173,Tea,2016-12-11 14:22:20,Afternoon,Weekend,2.0486288848263254
1174,Coffee,2016-12-11 14:26:11,Afternoon,Weekend,5.0
1174,Coffee,2016-12-11 14:26:11,Afternoon,Weekend,5.0
1174,Alfajores,2016-12-11 14:26:11,Afternoon,Weekend,1.2691042047531993
1175,Tea,2016-12-11 14:35:38,Afternoon,Weekend,2.0486288848263254
1175,Hearty & Seasonal,2016-12-11 14:35:38,Afternoon,Weekend,1.0775137111517368
1175,Farm House,2016-12-11 14:35:38,Afternoon,Weekend,1.272760511882998
1176,Bread,2016-12-11 14:42:31,Afternoon,Weekend,3.430712979890311
1176,Coffee,2016-12-11 14:42:31,Afternoon,Weekend,5.0
1176,Alfajores,2016-12-11 14:42:31,Afternoon,Weekend,1.2691042047531993
1176,Cookies,2016-12-11 14:42:31,Afternoon,Weekend,1.3941499085923217
1177,Hearty & Seasonal,2016-12-11 14:48:20,Afternoon,Weekend,1.0775137111517368
1177,Sandwich,2016-12-11 14:48:20,Afternoon,Weekend,1.563071297989031
1177,Bread,2016-12-11 14:48:20,Afternoon,Weekend,3.430712979890311
1177,Muffin,2016-12-11 14:48:20,Afternoon,Weekend,1.269835466179159
1177,Brownie,2016-12-11 14:48:20,Afternoon,Weekend,1.2764168190127971
1178,Coffee,2016-12-11 15:00:37,Afternoon,Weekend,5.0
1178,Truffles,2016-12-11 15:00:37,Afternoon,Weekend,1.1404021937842779
1178,Brownie,2016-12-11 15:00:37,Afternoon,Weekend,1.2764168190127971
1178,Alfajores,2016-12-11 15:00:37,Afternoon,Weekend,1.2691042047531993
1179,Coffee,2016-12-11 15:03:00,Afternoon,Weekend,5.0
1179,Tea,2016-12-11 15:03:00,Afternoon,Weekend,2.0486288848263254
1179,Bread,2016-12-11 15:03:00,Afternoon,Weekend,3.430712979890311
1180,Tea,2016-12-11 15:06:05,Afternoon,Weekend,2.0486288848263254
1180,Coffee,2016-12-11 15:06:05,Afternoon,Weekend,5.0
1180,Muffin,2016-12-11 15:06:05,Afternoon,Weekend,1.269835466179159
1180,Keeping It Local,2016-12-11 15:06:05,Afternoon,Weekend,1.0453382084095064
1181,Coffee,2016-12-11 15:09:52,Afternoon,Weekend,5.0
1181,Alfajores,2016-12-11 15:09:52,Afternoon,Weekend,1.2691042047531993
1182,Bread,2016-12-11 15:15:47,Afternoon,Weekend,3.430712979890311
1183,Tea,2016-12-11 15:20:01,Afternoon,Weekend,2.0486288848263254
1183,Hot chocolate,2016-12-11 15:20:01,Afternoon,Weekend,1.4307129798903109
1183,Alfajores,2016-12-11 15:20:01,Afternoon,Weekend,1.2691042047531993
1184,Bread,2016-12-11 15:25:12,Afternoon,Weekend,3.430712979890311
1185,Alfajores,2016-12-11 15:29:07,Afternoon,Weekend,1.2691042047531993
1185,Truffles,2016-12-11 15:29:07,Afternoon,Weekend,1.1404021937842779
1186,Bread,2016-12-11 15:31:17,Afternoon,Weekend,3.430712979890311
1187,Bread,2016-12-11 15:32:29,Afternoon,Weekend,3.430712979890311
1187,Brownie,2016-12-11 15:32:29,Afternoon,Weekend,1.2764168190127971
1187,Muffin,2016-12-11 15:32:29,Afternoon,Weekend,1.269835466179159
1188,Coffee,2016-12-11 15:35:24,Afternoon,Weekend,5.0
1188,Brownie,2016-12-11 15:35:24,Afternoon,Weekend,1.2764168190127971
1188,Coffee,2016-12-11 15:35:24,Afternoon,Weekend,5.0
1189,Bread,2016-12-11 15:37:02,Afternoon,Weekend,3.430712979890311
1189,Bread,2016-12-11 15:37:02,Afternoon,Weekend,3.430712979890311
1190,Bread,2016-12-11 15:47:59,Afternoon,Weekend,3.430712979890311
1190,Alfajores,2016-12-11 15:47:59,Afternoon,Weekend,1.2691042047531993
1190,Muffin,2016-12-11 15:47:59,Afternoon,Weekend,1.269835466179159
1191,Truffles,2016-12-11 15:53:47,Afternoon,Weekend,1.1404021937842779
1191,Frittata,2016-12-11 15:53:47,Afternoon,Weekend,1.0585009140767825
1192,Coffee,2016-12-11 15:54:58,Afternoon,Weekend,5.0
1193,Bread,2016-12-11 16:03:19,Afternoon,Weekend,3.430712979890311
1194,Coffee,2016-12-11 16:09:16,Afternoon,Weekend,5.0
1194,Muffin,2016-12-11 16:09:16,Afternoon,Weekend,1.269835466179159
1195,Muffin,2016-12-11 16:12:36,Afternoon,Weekend,1.269835466179159
1196,Juice,2016-12-11 16:13:45,Afternoon,Weekend,1.2691042047531993
1197,Coffee,2016-12-11 16:14:10,Afternoon,Weekend,5.0
1198,Muffin,2016-12-11 16:36:12,Afternoon,Weekend,1.269835466179159
1199,Bread,2016-12-11 16:46:30,Afternoon,Weekend,3.430712979890311
1200,Coffee,2016-12-11 16:59:00,Afternoon,Weekend,5.0
1201,Tartine,2016-11-13 09:32:34,Morning,Weekend,1.03363802559415
1201,Coffee,2016-11-13 09:32:34,Morning,Weekend,5.0
1201,Tea,2016-11-13 09:32:34,Morning,Weekend,2.0486288848263254
1202,Coffee,2016-11-13 09:47:12,Morning,Weekend,5.0
1203,Coffee,2016-11-13 09:48:58,Morning,Weekend,5.0
1203,Tea,2016-11-13 09:48:58,Morning,Weekend,2.0486288848263254
1204,Medialuna,2016-11-13 09:50:39,Morning,Weekend,1.449725776965265
1204,Coffee,2016-11-13 09:50:39,Morning,Weekend,5.0
1205,Medialuna,2016-11-13 09:55:59,Morning,Weekend,1.449725776965265
1205,Bread,2016-11-13 09:55:59,Morning,Weekend,3.430712979890311
1205,Coffee,2016-11-13 09:55:59,Morning,Weekend,5.0
1205,Pastry,2016-11-13 09:55:59,Morning,Weekend,1.6252285191956124
1205,Farm House,2016-11-13 09:55:59,Morning,Weekend,1.272760511882998
1206,Bread,2016-11-13 09:59:00,Morning,Weekend,3.430712979890311
1206,Pastry,2016-11-13 09:59:00,Morning,Weekend,1.6252285191956124
1206,Bread,2016-11-13 09:59:00,Morning,Weekend,3.430712979890311
1207,Medialuna,2016-11-13 10:03:42,Morning,Weekend,1.449725776965265
1207,Coffee,2016-11-13 10:03:42,Morning,Weekend,5.0
1207,Bread,2016-11-13 10:03:42,Morning,Weekend,3.430712979890311
1208,Pastry,2016-11-13 10:15:17,Morning,Weekend,1.6252285191956124
1209,Bread,2016-11-13 10:19:25,Morning,Weekend,3.430712979890311
1210,Medialuna,2016-11-13 10:21:02,Morning,Weekend,1.449725776965265
1210,Pastry,2016-11-13 10:21:02,Morning,Weekend,1.6252285191956124
1210,Bread,2016-11-13 10:21:02,Morning,Weekend,3.430712979890311
1211,Coffee,2016-11-13 10:24:58,Morning,Weekend,5.0
1211,Keeping It Local,2016-11-13 10:24:58,Morning,Weekend,1.0453382084095064
1212,Bread,2016-11-13 10:30:44,Morning,Weekend,3.430712979890311
1212,Farm House,2016-11-13 10:30:44,Morning,Weekend,1.272760511882998
1212,Jam,2016-11-13 10:30:44,Morning,Weekend,1.1082266910420475
1212,Pastry,2016-11-13 10:30:44,Morning,Weekend,1.6252285191956124
1213,Bread,2016-11-13 10:35:55,Morning,Weekend,3.430712979890311
1214,Coffee,2016-11-13 10:45:21,Morning,Weekend,5.0
1214,Medialuna,2016-11-13 10:45:21,Morning,Weekend,1.449725776965265
1215,Coffee,2016-11-13 10:53:17,Morning,Weekend,5.0
1216,Tea,2016-11-13 11:07:58,Morning,Weekend,2.0486288848263254
1216,Bread,2016-11-13 11:07:58,Morning,Weekend,3.430712979890311
1217,Bread,2016-11-13 11:12:10,Morning,Weekend,3.430712979890311
1217,Pastry,2016-11-13 11:12:10,Morning,Weekend,1.6252285191956124
1218,Hearty & Seasonal,2016-11-13 11:16:05,Morning,Weekend,1.0775137111517368
1219,Scandinavian,2016-11-13 11:16:39,Morning,Weekend,1.2018281535648994
1220,Coffee,2016-11-13 11:19:32,Morning,Weekend,5.0
1220,Hot chocolate,2016-11-13 11:19:32,Morning,Weekend,1.4307129798903109
1220,Pastry,2016-11-13 11:19:32,Morning,Weekend,1.6252285191956124
1221,Bread,2016-11-13 11:23:11,Morning,Weekend,3.430712979890311
1221,Muffin,2016-11-13 11:23:11,Morning,Weekend,1.269835466179159
1222,Coffee,2016-11-13 11:25:10,Morning,Weekend,5.0
1222,Keeping It Local,2016-11-13 11:25:10,Morning,Weekend,1.0453382084095064
1223,Bread,2016-11-13 11:28:57,Morning,Weekend,3.430712979890311
1223,Coffee,2016-11-13 11:28:57,Morning,Weekend,5.0
1223,Medialuna,2016-11-13 11:28:57,Morning,Weekend,1.449725776965265
1224,Coffee,2016-11-13 11:31:06,Morning,Weekend,5.0
1224,Pastry,2016-11-13 11:31:06,Morning,Weekend,1.6252285191956124
1224,Bread,2016-11-13 11:31:06,Morning,Weekend,3.430712979890311
1225,Medialuna,2016-11-13 11:33:56,Morning,Weekend,1.449725776965265
1226,Brownie,2016-11-13 11:34:54,Morning,Weekend,1.2764168190127971
1227,Muffin,2016-11-13 11:37:33,Morning,Weekend,1.269835466179159
1228,Hearty & Seasonal,2016-11-13 11:41:45,Morning,Weekend,1.0775137111517368
1229,Coffee,2016-11-13 11:42:45,Morning,Weekend,5.0
1229,Bread,2016-11-13 11:42:45,Morning,Weekend,3.430712979890311
1230,Coffee,2016-11-13 11:44:44,Morning,Weekend,5.0
1230,Alfajores,2016-11-13 11:44:44,Morning,Weekend,1.2691042047531993
1231,Coffee,2016-11-13 11:48:20,Morning,Weekend,5.0
1231,Coffee,2016-11-13 11:48:20,Morning,Weekend,5.0
1231,Keeping It Local,2016-11-13 11:48:20,Morning,Weekend,1.0453382084095064
